Date,Heure Journée,dispo PV,M-E,M,M+E
3/29/2021,    12,0.51,903.956,2259.89,3615.824
3/29/2021,    13,0.51,848.568,2121.42,3394.272
3/29/2021,    14,0.48,716.232,1790.58,2864.928
3/29/2021,    15,0.41,527.504,1318.76,2110.016
3/29/2021,    16,0.30,296.268,740.67,1185.072
3/29/2021,    17,0.16,62.628,156.57,250.512
3/29/2021,    18,0.04,0,0,0
3/29/2021,    19,0.00,0,0,0
3/29/2021,    20,0.00,0,0,0
3/29/2021,    21,0.00,0,0,0
3/29/2021,    22,0.00,0,0,0
3/29/2021,    23,0.00,0,0,0
3/30/2021,    0,0.00,0,0,0
3/30/2021,    1,0.00,0,0,0
3/30/2021,    2,0.00,0,0,0
3/30/2021,    3,0.00,0,0,0
3/30/2021,    4,0.00,0,0,0
3/30/2021,    5,0.00,0,0,0
3/30/2021,    6,0.00,49.856,124.64,199.424
3/30/2021,    7,0.06,302.188,755.47,1208.752
3/30/2021,    8,0.18,548.06,1370.15,2192.24
3/30/2021,    9,0.32,728.464,1821.16,2913.856
3/30/2021,    10,0.41,839.384,2098.46,3357.536
3/30/2021,    11,0.47,898.356,2245.89,3593.424
3/30/2021,    12,0.50,892.284,2230.71,3569.136
3/30/2021,    13,0.50,830.12,2075.3,3320.48
3/30/2021,    14,0.46,710.536,1776.34,2842.144
3/30/2021,    15,0.39,525.316,1313.29,2101.264
3/30/2021,    16,0.29,298.952,747.38,1195.808
3/30/2021,    17,0.15,63.612,159.03,254.448
3/30/2021,    18,0.04,0,0,0
3/30/2021,    19,0.00,0,0,0
3/30/2021,    20,0.00,0,0,0
3/30/2021,    21,0.00,0,0,0
3/30/2021,    22,0.00,0,0,0
3/30/2021,    23,0.00,0,0,0
3/31/2021,    0,0.00,0,0,0
3/31/2021,    1,0.00,0,0,0
3/31/2021,    2,0.00,0,0,0
3/31/2021,    3,0.00,0,0,0
3/31/2021,    4,0.00,0,0,0
3/31/2021,    5,0.00,0,0,0
3/31/2021,    6,0.00,53.764,134.41,215.056
3/31/2021,    7,0.06,304.44,761.1,1217.76
3/31/2021,    8,0.18,535.816,1339.54,2143.264
3/31/2021,    9,0.30,723.924,1809.81,2895.696
3/31/2021,    10,0.40,837.22,2093.05,3348.88
3/31/2021,    11,0.45,903.568,2258.92,3614.272
3/31/2021,    12,0.48,888.94,2222.35,3555.76
3/31/2021,    13,0.47,837.352,2093.38,3349.408
3/31/2021,    14,0.44,704.784,1761.96,2819.136
3/31/2021,    15,0.37,520.304,1300.76,2081.216
3/31/2021,    16,0.26,295.484,738.71,1181.936
3/31/2021,    17,0.14,63.092,157.73,252.368
3/31/2021,    18,0.04,0,0,0
3/31/2021,    19,0.00,0,0,0
3/31/2021,    20,0.00,0,0,0
3/31/2021,    21,0.00,0,0,0
3/31/2021,    22,0.00,0,0,0
3/31/2021,    23,0.00,0,0,0
4/1/2021,    0,0.00,0,0,0
4/1/2021,    1,0.00,0,0,0
4/1/2021,    2,0.00,0,0,0
4/1/2021,    3,0.00,0,0,0
4/1/2021,    4,0.00,0,0,0
4/1/2021,    5,0.00,0,0,0
4/1/2021,    6,0.00,53.08,132.7,212.32
4/1/2021,    7,0.06,295.752,739.38,1183.008
4/1/2021,    8,0.18,523.596,1308.99,2094.384
4/1/2021,    9,0.30,707.808,1769.52,2831.232
4/1/2021,    10,0.40,815.736,2039.34,3262.944
4/1/2021,    11,0.46,872.644,2181.61,3490.576
4/1/2021,    12,0.48,862.312,2155.78,3449.248
4/1/2021,    13,0.48,814.08,2035.2,3256.32
4/1/2021,    14,0.45,690.528,1726.32,2762.112
4/1/2021,    15,0.38,511.804,1279.51,2047.216
4/1/2021,    16,0.27,292.936,732.34,1171.744
4/1/2021,    17,0.14,65.08,162.7,260.32
4/1/2021,    18,0.04,0,0,0
4/1/2021,    19,0.00,0,0,0
4/1/2021,    20,0.00,0,0,0
4/1/2021,    21,0.00,0,0,0
4/1/2021,    22,0.00,0,0,0
4/1/2021,    23,0.00,0,0,0
4/2/2021,    0,0.00,0,0,0
4/2/2021,    1,0.00,0,0,0
4/2/2021,    2,0.00,0,0,0
4/2/2021,    3,0.00,0,0,0
4/2/2021,    4,0.00,0,0,0
4/2/2021,    5,0.00,0,0,0
4/2/2021,    6,0.00,56.48,141.2,225.92
4/2/2021,    7,0.06,289.656,724.14,1158.624
4/2/2021,    8,0.17,513.724,1284.31,2054.896
4/2/2021,    9,0.30,690.552,1726.38,2762.208
4/2/2021,    10,0.40,808.416,2021.04,3233.664
4/2/2021,    11,0.45,891.04,2227.6,3564.16
4/2/2021,    12,0.48,893.632,2234.08,3574.528
4/2/2021,    13,0.48,829.644,2074.11,3318.576
4/2/2021,    14,0.44,683.696,1709.24,2734.784
4/2/2021,    15,0.37,483.408,1208.52,1933.632
4/2/2021,    16,0.27,261.24,653.1,1044.96
4/2/2021,    17,0.14,63.732,159.33,254.928
4/2/2021,    18,0.04,0,0,0
4/2/2021,    19,0.00,0,0,0
4/2/2021,    20,0.00,0,0,0
4/2/2021,    21,0.00,0,0,0
4/2/2021,    22,0.00,0,0,0
4/2/2021,    23,0.00,0,0,0
4/3/2021,    0,0.00,0,0,0
4/3/2021,    1,0.00,0,0,0
4/3/2021,    2,0.00,0,0,0
4/3/2021,    3,0.00,0,0,0
4/3/2021,    4,0.00,0,0,0
4/3/2021,    5,0.00,0,0,0
4/3/2021,    6,0.00,64.64,161.6,258.56
4/3/2021,    7,0.05,317.092,792.73,1268.368
4/3/2021,    8,0.16,567.996,1419.99,2271.984
4/3/2021,    9,0.28,587.172,1467.93,2348.688
4/3/2021,    10,0.39,796.348,1990.87,3185.392
4/3/2021,    11,0.46,928.94,2322.35,3715.76
4/3/2021,    12,0.50,940.64,2351.6,3762.56
4/3/2021,    13,0.51,928.904,2322.26,3715.616
4/3/2021,    14,0.48,783.52,1958.8,3134.08
4/3/2021,    15,0.41,570.7,1426.75,2282.8
4/3/2021,    16,0.31,325.16,812.9,1300.64
4/3/2021,    17,0.17,71.34,178.35,285.36
4/3/2021,    18,0.05,0,0,0
4/3/2021,    19,0.00,0,0,0
4/3/2021,    20,0.00,0,0,0
4/3/2021,    21,0.00,0,0,0
4/3/2021,    22,0.00,0,0,0
4/3/2021,    23,0.00,0,0,0
4/4/2021,    0,0.00,0,0,0
4/4/2021,    1,0.00,0,0,0
4/4/2021,    2,0.00,0,0,0
4/4/2021,    3,0.00,0,0,0
4/4/2021,    4,0.00,0,0,0
4/4/2021,    5,0.00,0,0,0
4/4/2021,    6,0.00,69.208,173.02,276.832
4/4/2021,    7,0.07,329.964,824.91,1319.856
4/4/2021,    8,0.20,581.268,1453.17,2325.072
4/4/2021,    9,0.33,774.908,1937.27,3099.632
4/4/2021,    10,0.42,896.668,2241.67,3586.672
4/4/2021,    11,0.47,965.856,2414.64,3863.424
4/4/2021,    12,0.49,952.224,2380.56,3808.896
4/4/2021,    13,0.49,897.332,2243.33,3589.328
4/4/2021,    14,0.47,759.74,1899.35,3038.96
4/4/2021,    15,0.41,558.648,1396.62,2234.592
4/4/2021,    16,0.31,318.052,795.13,1272.208
4/4/2021,    17,0.18,70.768,176.92,283.072
4/4/2021,    18,0.05,0,0,0
4/4/2021,    19,0.00,0,0,0
4/4/2021,    20,0.00,0,0,0
4/4/2021,    21,0.00,0,0,0
4/4/2021,    22,0.00,0,0,0
4/4/2021,    23,0.00,0,0,0
4/5/2021,    0,0.00,0,0,0
4/5/2021,    1,0.00,0,0,0
4/5/2021,    2,0.00,0,0,0
4/5/2021,    3,0.00,0,0,0
4/5/2021,    4,0.00,0,0,0
4/5/2021,    5,0.00,0,0,0
4/5/2021,    6,0.01,68.792,171.98,275.168
4/5/2021,    7,0.06,318.668,796.67,1274.672
4/5/2021,    8,0.18,529.116,1322.79,2116.464
4/5/2021,    9,0.29,670.768,1676.92,2683.072
4/5/2021,    10,0.38,843.844,2109.61,3375.376
4/5/2021,    11,0.43,913.428,2283.57,3653.712
4/5/2021,    12,0.45,915.56,2288.9,3662.24
4/5/2021,    13,0.44,725.272,1813.18,2901.088
4/5/2021,    14,0.41,598.324,1495.81,2393.296
4/5/2021,    15,0.34,539.448,1348.62,2157.792
4/5/2021,    16,0.24,309.54,773.85,1238.16
4/5/2021,    17,0.13,66.86,167.15,267.44
4/5/2021,    18,0.04,0,0,0
4/5/2021,    19,0.00,0,0,0
4/5/2021,    20,0.00,0,0,0
4/5/2021,    21,0.00,0,0,0
4/5/2021,    22,0.00,0,0,0
4/5/2021,    23,0.00,0,0,0
4/6/2021,    0,0.00,0,0,0
4/6/2021,    1,0.00,0,0,0
4/6/2021,    2,0.00,0,0,0
4/6/2021,    3,0.00,0,0,0
4/6/2021,    4,0.00,0,0,0
4/6/2021,    5,0.00,0,0,0
4/6/2021,    6,0.01,58.788,146.97,235.152
4/6/2021,    7,0.06,345.344,863.36,1381.376
4/6/2021,    8,0.18,601.152,1502.88,2404.608
4/6/2021,    9,0.31,727.116,1817.79,2908.464
4/6/2021,    10,0.38,920.084,2300.21,3680.336
4/6/2021,    11,0.42,964.908,2412.27,3859.632
4/6/2021,    12,0.44,537.624,1344.06,2150.496
4/6/2021,    13,0.45,530.296,1325.74,2121.184
4/6/2021,    14,0.44,277.588,693.97,1110.352
4/6/2021,    15,0.39,458.964,1147.41,1835.856
4/6/2021,    16,0.29,265.588,663.97,1062.352
4/6/2021,    17,0.17,75.876,189.69,303.504
4/6/2021,    18,0.05,0,0,0
4/6/2021,    19,0.00,0,0,0
4/6/2021,    20,0.00,0,0,0
4/6/2021,    21,0.00,0,0,0
4/6/2021,    22,0.00,0,0,0
4/6/2021,    23,0.00,0,0,0
4/7/2021,    0,0.00,0,0,0
4/7/2021,    1,0.00,0,0,0
4/7/2021,    2,0.00,0,0,0
4/7/2021,    3,0.00,0,0,0
4/7/2021,    4,0.00,0,0,0
4/7/2021,    5,0.00,0,0,0
4/7/2021,    6,0.01,28.68,71.7,114.72
4/7/2021,    7,0.07,120.788,301.97,483.152
4/7/2021,    8,0.21,289.9,724.75,1159.6
4/7/2021,    9,0.34,646.644,1616.61,2586.576
4/7/2021,    10,0.43,751.02,1877.55,3004.08
4/7/2021,    11,0.49,963.308,2408.27,3853.232
4/7/2021,    12,0.52,976.556,2441.39,3906.224
4/7/2021,    13,0.52,918.772,2296.93,3675.088
4/7/2021,    14,0.49,777.636,1944.09,3110.544
4/7/2021,    15,0.42,580.208,1450.52,2320.832
4/7/2021,    16,0.32,330.956,827.39,1323.824
4/7/2021,    17,0.18,74.32,185.8,297.28
4/7/2021,    18,0.05,0,0,0
4/7/2021,    19,0.00,0,0,0
4/7/2021,    20,0.00,0,0,0
4/7/2021,    21,0.00,0,0,0
4/7/2021,    22,0.00,0,0,0
4/7/2021,    23,0.00,0,0,0
4/8/2021,    0,0.00,0,0,0
4/8/2021,    1,0.00,0,0,0
4/8/2021,    2,0.00,0,0,0
4/8/2021,    3,0.00,0,0,0
4/8/2021,    4,0.00,0,0,0
4/8/2021,    5,0.00,0,0,0
4/8/2021,    6,0.01,84.268,210.67,337.072
4/8/2021,    7,0.08,351.104,877.76,1404.416
4/8/2021,    8,0.22,591.856,1479.64,2367.424
4/8/2021,    9,0.35,772.812,1932.03,3091.248
4/8/2021,    10,0.44,896.052,2240.13,3584.208
4/8/2021,    11,0.50,966.2,2415.5,3864.8
4/8/2021,    12,0.52,953.944,2384.86,3815.776
4/8/2021,    13,0.52,880.804,2202.01,3523.216
4/8/2021,    14,0.49,749.14,1872.85,2996.56
4/8/2021,    15,0.42,546.04,1365.1,2184.16
4/8/2021,    16,0.31,315.456,788.64,1261.824
4/8/2021,    17,0.17,73.812,184.53,295.248
4/8/2021,    18,0.05,0,0,0
4/8/2021,    19,0.00,0,0,0
4/8/2021,    20,0.00,0,0,0
4/8/2021,    21,0.00,0,0,0
4/8/2021,    22,0.00,0,0,0
4/8/2021,    23,0.00,0,0,0
4/9/2021,    0,0.00,0,0,0
4/9/2021,    1,0.00,0,0,0
4/9/2021,    2,0.00,0,0,0
4/9/2021,    3,0.00,0,0,0
4/9/2021,    4,0.00,0,0,0
4/9/2021,    5,0.00,0,0,0
4/9/2021,    6,0.01,79.92,199.8,319.68
4/9/2021,    7,0.06,319.532,798.83,1278.128
4/9/2021,    8,0.14,328.848,822.12,1315.392
4/9/2021,    9,0.23,495.74,1239.35,1982.96
4/9/2021,    10,0.30,776.588,1941.47,3106.352
4/9/2021,    11,0.35,543.444,1358.61,2173.776
4/9/2021,    12,0.37,477.456,1193.64,1909.824
4/9/2021,    13,0.36,729.732,1824.33,2918.928
4/9/2021,    14,0.30,409.728,1024.32,1638.912
4/9/2021,    15,0.23,217.456,543.64,869.824
4/9/2021,    16,0.15,149.064,372.66,596.256
4/9/2021,    17,0.07,16.184,40.46,64.736
4/9/2021,    18,0.02,0,0,0
4/9/2021,    19,0.00,0,0,0
4/9/2021,    20,0.00,0,0,0
4/9/2021,    21,0.00,0,0,0
4/9/2021,    22,0.00,0,0,0
4/9/2021,    23,0.00,0,0,0
4/10/2021,    0,0.00,0,0,0
4/10/2021,    1,0.00,0,0,0
4/10/2021,    2,0.00,0,0,0
4/10/2021,    3,0.00,0,0,0
4/10/2021,    4,0.00,0,0,0
4/10/2021,    5,0.00,0,0,0
4/10/2021,    6,0.00,71.904,179.76,287.616
4/10/2021,    7,0.03,251.824,629.56,1007.296
4/10/2021,    8,0.08,237.108,592.77,948.432
4/10/2021,    9,0.13,624.412,1561.03,2497.648
4/10/2021,    10,0.18,730.892,1827.23,2923.568
4/10/2021,    11,0.21,865.228,2163.07,3460.912
4/10/2021,    12,0.21,365.412,913.53,1461.648
4/10/2021,    13,0.20,317.168,792.92,1268.672
4/10/2021,    14,0.18,335.308,838.27,1341.232
4/10/2021,    15,0.15,188.596,471.49,754.384
4/10/2021,    16,0.12,76.308,190.77,305.232
4/10/2021,    17,0.07,65.224,163.06,260.896
4/10/2021,    18,0.03,0,0,0
4/10/2021,    19,0.00,0,0,0
4/10/2021,    20,0.00,0,0,0
4/10/2021,    21,0.00,0,0,0
4/10/2021,    22,0.00,0,0,0
4/10/2021,    23,0.00,0,0,0
4/11/2021,    0,0.00,0,0,0
4/11/2021,    1,0.00,0,0,0
4/11/2021,    2,0.00,0,0,0
4/11/2021,    3,0.00,0,0,0
4/11/2021,    4,0.00,0,0,0
4/11/2021,    5,0.00,0,0,0
4/11/2021,    6,0.00,37.668,94.17,150.672
4/11/2021,    7,0.03,31.332,78.33,125.328
4/11/2021,    8,0.08,127.192,317.98,508.768
4/11/2021,    9,0.12,135.968,339.92,543.872
4/11/2021,    10,0.15,171.164,427.91,684.656
4/11/2021,    11,0.18,54.164,135.41,216.656
4/11/2021,    12,0.19,65.356,163.39,261.424
4/11/2021,    13,0.19,95.928,239.82,383.712
4/11/2021,    14,0.18,94.512,236.28,378.048
4/11/2021,    15,0.15,52.308,130.77,209.232
4/11/2021,    16,0.11,29.244,73.11,116.976
4/11/2021,    17,0.07,10.324,25.81,41.296
4/11/2021,    18,0.03,0,0,0
4/11/2021,    19,0.00,0,0,0
4/11/2021,    20,0.00,0,0,0
4/11/2021,    21,0.00,0,0,0
4/11/2021,    22,0.00,0,0,0
4/11/2021,    23,0.00,0,0,0
4/12/2021,    0,0.00,0,0,0
4/12/2021,    1,0.00,0,0,0
4/12/2021,    2,0.00,0,0,0
4/12/2021,    3,0.00,0,0,0
4/12/2021,    4,0.00,0,0,0
4/12/2021,    5,0.00,0,0,0
4/12/2021,    6,0.01,44.524,111.31,178.096
4/12/2021,    7,0.08,181.256,453.14,725.024
4/12/2021,    8,0.20,395.904,989.76,1583.616
4/12/2021,    9,0.32,558.612,1396.53,2234.448
4/12/2021,    10,0.39,748.016,1870.04,2992.064
4/12/2021,    11,0.42,964.84,2412.1,3859.36
4/12/2021,    12,0.42,824.136,2060.34,3296.544
4/12/2021,    13,0.43,636.036,1590.09,2544.144
4/12/2021,    14,0.41,504.56,1261.4,2018.24
4/12/2021,    15,0.36,225.284,563.21,901.136
4/12/2021,    16,0.29,224.444,561.11,897.776
4/12/2021,    17,0.18,79.832,199.58,319.328
4/12/2021,    18,0.06,0,0,0
4/12/2021,    19,0.01,0,0,0
4/12/2021,    20,0.00,0,0,0
4/12/2021,    21,0.00,0,0,0
4/12/2021,    22,0.00,0,0,0
4/12/2021,    23,0.00,0,0,0
4/13/2021,    0,0.00,0,0,0
4/13/2021,    1,0.00,0,0,0
4/13/2021,    2,0.00,0,0,0
4/13/2021,    3,0.00,0,0,0
4/13/2021,    4,0.00,0,0,0
4/13/2021,    5,0.00,0,0,0
4/13/2021,    6,0.01,97.736,244.34,390.944
4/13/2021,    7,0.10,330.484,826.21,1321.936
4/13/2021,    8,0.24,610.632,1526.58,2442.528
4/13/2021,    9,0.36,764.784,1911.96,3059.136
4/13/2021,    10,0.45,927.448,2318.62,3709.792
4/13/2021,    11,0.49,606.096,1515.24,2424.384
4/13/2021,    12,0.50,625.528,1563.82,2502.112
4/13/2021,    13,0.49,432.016,1080.04,1728.064
4/13/2021,    14,0.46,450.508,1126.27,1802.032
4/13/2021,    15,0.41,373.692,934.23,1494.768
4/13/2021,    16,0.31,82.548,206.37,330.192
4/13/2021,    17,0.18,67.752,169.38,271.008
4/13/2021,    18,0.06,0.54,1.35,2.16
4/13/2021,    19,0.01,0,0,0
4/13/2021,    20,0.00,0,0,0
4/13/2021,    21,0.00,0,0,0
4/13/2021,    22,0.00,0,0,0
4/13/2021,    23,0.00,0,0,0
4/14/2021,    0,0.00,0,0,0
4/14/2021,    1,0.00,0,0,0
4/14/2021,    2,0.00,0,0,0
4/14/2021,    3,0.00,0,0,0
4/14/2021,    4,0.00,0,0,0
4/14/2021,    5,0.00,0,0,0
4/14/2021,    6,0.01,104.272,260.68,417.088
4/14/2021,    7,0.10,366.152,915.38,1464.608
4/14/2021,    8,0.24,620.392,1550.98,2481.568
4/14/2021,    9,0.38,815.592,2038.98,3262.368
4/14/2021,    10,0.46,944.208,2360.52,3776.832
4/14/2021,    11,0.50,1019.112,2547.78,4076.448
4/14/2021,    12,0.51,1007.236,2518.09,4028.944
4/14/2021,    13,0.50,928.728,2321.82,3714.912
4/14/2021,    14,0.47,785.596,1963.99,3142.384
4/14/2021,    15,0.41,581.288,1453.22,2325.152
4/14/2021,    16,0.31,331.332,828.33,1325.328
4/14/2021,    17,0.19,77.456,193.64,309.824
4/14/2021,    18,0.07,1.392,3.48,5.568
4/14/2021,    19,0.01,0,0,0
4/14/2021,    20,0.00,0,0,0
4/14/2021,    21,0.00,0,0,0
4/14/2021,    22,0.00,0,0,0
4/14/2021,    23,0.00,0,0,0
4/15/2021,    0,0.00,0,0,0
4/15/2021,    1,0.00,0,0,0
4/15/2021,    2,0.00,0,0,0
4/15/2021,    3,0.00,0,0,0
4/15/2021,    4,0.00,0,0,0
4/15/2021,    5,0.00,0,0,0
4/15/2021,    6,0.01,106.548,266.37,426.192
4/15/2021,    7,0.10,372.944,932.36,1491.776
4/15/2021,    8,0.25,620.56,1551.4,2482.24
4/15/2021,    9,0.38,805.456,2013.64,3221.824
4/15/2021,    10,0.47,764.664,1911.66,3058.656
4/15/2021,    11,0.51,923.32,2308.3,3693.28
4/15/2021,    12,0.50,969.356,2423.39,3877.424
4/15/2021,    13,0.49,782.572,1956.43,3130.288
4/15/2021,    14,0.46,565.224,1413.06,2260.896
4/15/2021,    15,0.40,418.724,1046.81,1674.896
4/15/2021,    16,0.30,331.952,829.88,1327.808
4/15/2021,    17,0.18,77.016,192.54,308.064
4/15/2021,    18,0.06,1.864,4.66,7.456
4/15/2021,    19,0.01,0,0,0
4/15/2021,    20,0.00,0,0,0
4/15/2021,    21,0.00,0,0,0
4/15/2021,    22,0.00,0,0,0
4/15/2021,    23,0.00,0,0,0
4/16/2021,    0,0.00,0,0,0
4/16/2021,    1,0.00,0,0,0
4/16/2021,    2,0.00,0,0,0
4/16/2021,    3,0.00,0,0,0
4/16/2021,    4,0.00,0,0,0
4/16/2021,    5,0.00,0,0,0
4/16/2021,    6,0.01,109.164,272.91,436.656
4/16/2021,    7,0.10,376.3,940.75,1505.2
4/16/2021,    8,0.24,626.852,1567.13,2507.408
4/16/2021,    9,0.36,817.4,2043.5,3269.6
4/16/2021,    10,0.44,924.756,2311.89,3699.024
4/16/2021,    11,0.46,832.428,2081.07,3329.712
4/16/2021,    12,0.45,373.452,933.63,1493.808
4/16/2021,    13,0.42,408.192,1020.48,1632.768
4/16/2021,    14,0.38,376.916,942.29,1507.664
4/16/2021,    15,0.31,262.144,655.36,1048.576
4/16/2021,    16,0.23,224.984,562.46,899.936
4/16/2021,    17,0.14,51.424,128.56,205.696
4/16/2021,    18,0.05,0,0,0
4/16/2021,    19,0.01,0,0,0
4/16/2021,    20,0.00,0,0,0
4/16/2021,    21,0.00,0,0,0
4/16/2021,    22,0.00,0,0,0
4/16/2021,    23,0.00,0,0,0
4/17/2021,    0,0.00,0,0,0
4/17/2021,    1,0.00,0,0,0
4/17/2021,    2,0.00,0,0,0
4/17/2021,    3,0.00,0,0,0
4/17/2021,    4,0.00,0,0,0
4/17/2021,    5,0.00,0,0,0
4/17/2021,    6,0.01,107.948,269.87,431.792
4/17/2021,    7,0.07,372.4,931,1489.6
4/17/2021,    8,0.18,604.064,1510.16,2416.256
4/17/2021,    9,0.30,754.364,1885.91,3017.456
4/17/2021,    10,0.38,687.868,1719.67,2751.472
4/17/2021,    11,0.40,875.924,2189.81,3503.696
4/17/2021,    12,0.40,947.376,2368.44,3789.504
4/17/2021,    13,0.38,876.82,2192.05,3507.28
4/17/2021,    14,0.35,749.936,1874.84,2999.744
4/17/2021,    15,0.28,443.996,1109.99,1775.984
4/17/2021,    16,0.21,235.904,589.76,943.616
4/17/2021,    17,0.13,85.692,214.23,342.768
4/17/2021,    18,0.05,2.816,7.04,11.264
4/17/2021,    19,0.01,0,0,0
4/17/2021,    20,0.00,0,0,0
4/17/2021,    21,0.00,0,0,0
4/17/2021,    22,0.00,0,0,0
4/17/2021,    23,0.00,0,0,0
4/18/2021,    0,0.00,0,0,0
4/18/2021,    1,0.00,0,0,0
4/18/2021,    2,0.00,0,0,0
4/18/2021,    3,0.00,0,0,0
4/18/2021,    4,0.00,0,0,0
4/18/2021,    5,0.00,0,0,0
4/18/2021,    6,0.01,96.148,240.37,384.592
4/18/2021,    7,0.09,330.384,825.96,1321.536
4/18/2021,    8,0.22,508.48,1271.2,2033.92
4/18/2021,    9,0.35,606.88,1517.2,2427.52
4/18/2021,    10,0.43,885.384,2213.46,3541.536
4/18/2021,    11,0.45,262.552,656.38,1050.208
4/18/2021,    12,0.44,138.608,346.52,554.432
4/18/2021,    13,0.41,272.092,680.23,1088.368
4/18/2021,    14,0.38,77.568,193.92,310.272
4/18/2021,    15,0.32,104.868,262.17,419.472
4/18/2021,    16,0.25,108.632,271.58,434.528
4/18/2021,    17,0.15,68.612,171.53,274.448
4/18/2021,    18,0.06,0.94,2.35,3.76
4/18/2021,    19,0.01,0,0,0
4/18/2021,    20,0.00,0,0,0
4/18/2021,    21,0.00,0,0,0
4/18/2021,    22,0.00,0,0,0
4/18/2021,    23,0.00,0,0,0
4/19/2021,    0,0.00,0,0,0
4/19/2021,    1,0.00,0,0,0
4/19/2021,    2,0.00,0,0,0
4/19/2021,    3,0.00,0,0,0
4/19/2021,    4,0.00,0,0,0
4/19/2021,    5,0.00,0,0,0
4/19/2021,    6,0.02,106.868,267.17,427.472
4/19/2021,    7,0.10,185.836,464.59,743.344
4/19/2021,    8,0.24,586.236,1465.59,2344.944
4/19/2021,    9,0.37,768.684,1921.71,3074.736
4/19/2021,    10,0.45,843.908,2109.77,3375.632
4/19/2021,    11,0.49,721.408,1803.52,2885.632
4/19/2021,    12,0.49,466.74,1166.85,1866.96
4/19/2021,    13,0.48,658.944,1647.36,2635.776
4/19/2021,    14,0.44,703.844,1759.61,2815.376
4/19/2021,    15,0.39,506.824,1267.06,2027.296
4/19/2021,    16,0.30,194.192,485.48,776.768
4/19/2021,    17,0.17,75.556,188.89,302.224
4/19/2021,    18,0.06,5.408,13.52,21.632
4/19/2021,    19,0.01,0,0,0
4/19/2021,    20,0.00,0,0,0
4/19/2021,    21,0.00,0,0,0
4/19/2021,    22,0.00,0,0,0
4/19/2021,    23,0.00,0,0,0
4/20/2021,    0,0.00,0,0,0
4/20/2021,    1,0.00,0,0,0
4/20/2021,    2,0.00,0,0,0
4/20/2021,    3,0.00,0,0,0
4/20/2021,    4,0.00,0,0,0
4/20/2021,    5,0.00,0,0,0
4/20/2021,    6,0.02,102.936,257.34,411.744
4/20/2021,    7,0.09,317.168,792.92,1268.672
4/20/2021,    8,0.20,531.092,1327.73,2124.368
4/20/2021,    9,0.31,710.4,1776,2841.6
4/20/2021,    10,0.41,749.616,1874.04,2998.464
4/20/2021,    11,0.44,803.492,2008.73,3213.968
4/20/2021,    12,0.43,546.272,1365.68,2185.088
4/20/2021,    13,0.40,520.756,1301.89,2083.024
4/20/2021,    14,0.35,417.612,1044.03,1670.448
4/20/2021,    15,0.27,58.26,145.65,233.04
4/20/2021,    16,0.20,47.724,119.31,190.896
4/20/2021,    17,0.12,30.216,75.54,120.864
4/20/2021,    18,0.05,0,0,0
4/20/2021,    19,0.01,0,0,0
4/20/2021,    20,0.00,0,0,0
4/20/2021,    21,0.00,0,0,0
4/20/2021,    22,0.00,0,0,0
4/20/2021,    23,0.00,0,0,0
4/21/2021,    0,0.00,0,0,0
4/21/2021,    1,0.00,0,0,0
4/21/2021,    2,0.00,0,0,0
4/21/2021,    3,0.00,0,0,0
4/21/2021,    4,0.00,0,0,0
4/21/2021,    5,0.00,0,0,0
4/21/2021,    6,0.01,92.296,230.74,369.184
4/21/2021,    7,0.08,267.652,669.13,1070.608
4/21/2021,    8,0.17,354.064,885.16,1416.256
4/21/2021,    9,0.26,610.588,1526.47,2442.352
4/21/2021,    10,0.33,838.056,2095.14,3352.224
4/21/2021,    11,0.36,932.672,2331.68,3730.688
4/21/2021,    12,0.36,762.012,1905.03,3048.048
4/21/2021,    13,0.35,434.48,1086.2,1737.92
4/21/2021,    14,0.32,299.848,749.62,1199.392
4/21/2021,    15,0.29,235.46,588.65,941.84
4/21/2021,    16,0.23,139.324,348.31,557.296
4/21/2021,    17,0.16,68.968,172.42,275.872
4/21/2021,    18,0.06,3.776,9.44,15.104
4/21/2021,    19,0.01,0,0,0
4/21/2021,    20,0.00,0,0,0
4/21/2021,    21,0.00,0,0,0
4/21/2021,    22,0.00,0,0,0
4/21/2021,    23,0.00,0,0,0
4/22/2021,    0,0.00,0,0,0
4/22/2021,    1,0.00,0,0,0
4/22/2021,    2,0.00,0,0,0
4/22/2021,    3,0.00,0,0,0
4/22/2021,    4,0.00,0,0,0
4/22/2021,    5,0.00,0.584,1.46,2.336
4/22/2021,    6,0.02,117.696,294.24,470.784
4/22/2021,    7,0.11,371.872,929.68,1487.488
4/22/2021,    8,0.25,590.52,1476.3,2362.08
4/22/2021,    9,0.38,753.58,1883.95,3014.32
4/22/2021,    10,0.46,866.044,2165.11,3464.176
4/22/2021,    11,0.51,910.612,2276.53,3642.448
4/22/2021,    12,0.52,681.324,1703.31,2725.296
4/22/2021,    13,0.51,518.14,1295.35,2072.56
4/22/2021,    14,0.47,607.188,1517.97,2428.752
4/22/2021,    15,0.41,276.86,692.15,1107.44
4/22/2021,    16,0.31,300.056,750.14,1200.224
4/22/2021,    17,0.19,76.076,190.19,304.304
4/22/2021,    18,0.07,8.82,22.05,35.28
4/22/2021,    19,0.01,0,0,0
4/22/2021,    20,0.00,0,0,0
4/22/2021,    21,0.00,0,0,0
4/22/2021,    22,0.00,0,0,0
4/22/2021,    23,0.00,0,0,0
4/23/2021,    0,0.00,0,0,0
