Date,Heure Journée,P,M-E,M,M+E
1/1/2021,    0,0,0,0,0
1/1/2021,    1,0,0,0,0
1/1/2021,    2,0,0,0,0
1/1/2021,    3,0,0,0,0
1/1/2021,    4,0,0,0,0
1/1/2021,    5,0,0,0,0
1/1/2021,    6,0,0,0,0
1/1/2021,    7,0,0,0,0
1/1/2021,    8,40.13,16.052,40.13,64.208
1/1/2021,    9,49.38,19.752,49.38,79.008
1/1/2021,    10,150.86,60.344,150.86,241.376
1/1/2021,    11,984.3,393.72,984.3,1574.88
1/1/2021,    12,454.6,181.84,454.6,727.36
1/1/2021,    13,162.76,65.104,162.76,260.416
1/1/2021,    14,460.78,184.312,460.78,737.248
1/1/2021,    15,298.02,119.208,298.02,476.832
1/1/2021,    16,0,0,0,0
1/1/2021,    17,0,0,0,0
1/1/2021,    18,0,0,0,0
1/1/2021,    19,0,0,0,0
1/1/2021,    20,0,0,0,0
1/1/2021,    21,0,0,0,0
1/1/2021,    22,0,0,0,0
1/1/2021,    23,0,0,0,0
1/2/2021,    0,0,0,0,0
1/2/2021,    1,0,0,0,0
1/2/2021,    2,0,0,0,0
1/2/2021,    3,0,0,0,0
1/2/2021,    4,0,0,0,0
1/2/2021,    5,0,0,0,0
1/2/2021,    6,0,0,0,0
1/2/2021,    7,0,0,0,0
1/2/2021,    8,44.77,17.908,44.77,71.632
1/2/2021,    9,398.43,159.372,398.43,637.488
1/2/2021,    10,353.14,141.256,353.14,565.024
1/2/2021,    11,194.5,77.8,194.5,311.2
1/2/2021,    12,406,162.4,406,649.6
1/2/2021,    13,275.31,110.124,275.31,440.496
1/2/2021,    14,296.92,118.768,296.92,475.072
1/2/2021,    15,49.96,19.984,49.96,79.936
1/2/2021,    16,0,0,0,0
1/2/2021,    17,0,0,0,0
1/2/2021,    18,0,0,0,0
1/2/2021,    19,0,0,0,0
1/2/2021,    20,0,0,0,0
1/2/2021,    21,0,0,0,0
1/2/2021,    22,0,0,0,0
1/2/2021,    23,0,0,0,0
1/3/2021,    0,0,0,0,0
1/3/2021,    1,0,0,0,0
1/3/2021,    2,0,0,0,0
1/3/2021,    3,0,0,0,0
1/3/2021,    4,0,0,0,0
1/3/2021,    5,0,0,0,0
1/3/2021,    6,0,0,0,0
1/3/2021,    7,0,0,0,0
1/3/2021,    8,273.9,109.56,273.9,438.24
1/3/2021,    9,49.71,19.884,49.71,79.536
1/3/2021,    10,145.26,58.104,145.26,232.416
1/3/2021,    11,187.38,74.952,187.38,299.808
1/3/2021,    12,195.9,78.36,195.9,313.44
1/3/2021,    13,304.23,121.692,304.23,486.768
1/3/2021,    14,261.73,104.692,261.73,418.768
1/3/2021,    15,170.07,68.028,170.07,272.112
1/3/2021,    16,0,0,0,0
1/3/2021,    17,0,0,0,0
1/3/2021,    18,0,0,0,0
1/3/2021,    19,0,0,0,0
1/3/2021,    20,0,0,0,0
1/3/2021,    21,0,0,0,0
1/3/2021,    22,0,0,0,0
1/3/2021,    23,0,0,0,0
1/4/2021,    0,0,0,0,0
1/4/2021,    1,0,0,0,0
1/4/2021,    2,0,0,0,0
1/4/2021,    3,0,0,0,0
1/4/2021,    4,0,0,0,0
1/4/2021,    5,0,0,0,0
1/4/2021,    6,0,0,0,0
1/4/2021,    7,0,0,0,0
1/4/2021,    8,67.54,27.016,67.54,108.064
1/4/2021,    9,106.51,42.604,106.51,170.416
1/4/2021,    10,336.97,134.788,336.97,539.152
1/4/2021,    11,406.71,162.684,406.71,650.736
1/4/2021,    12,1216.91,486.764,1216.91,1947.056
1/4/2021,    13,568.48,227.392,568.48,909.568
1/4/2021,    14,735.68,294.272,735.68,1177.088
1/4/2021,    15,226.9,90.76,226.9,363.04
1/4/2021,    16,0,0,0,0
1/4/2021,    17,0,0,0,0
1/4/2021,    18,0,0,0,0
1/4/2021,    19,0,0,0,0
1/4/2021,    20,0,0,0,0
1/4/2021,    21,0,0,0,0
1/4/2021,    22,0,0,0,0
1/4/2021,    23,0,0,0,0
1/5/2021,    0,0,0,0,0
1/5/2021,    1,0,0,0,0
1/5/2021,    2,0,0,0,0
1/5/2021,    3,0,0,0,0
1/5/2021,    4,0,0,0,0
1/5/2021,    5,0,0,0,0
1/5/2021,    6,0,0,0,0
1/5/2021,    7,0,0,0,0
1/5/2021,    8,48.19,19.276,48.19,77.104
1/5/2021,    9,153.26,61.304,153.26,245.216
1/5/2021,    10,30.44,12.176,30.44,48.704
1/5/2021,    11,241.58,96.632,241.58,386.528
1/5/2021,    12,126.46,50.584,126.46,202.336
1/5/2021,    13,87.69,35.076,87.69,140.304
1/5/2021,    14,64.97,25.988,64.97,103.952
1/5/2021,    15,32.04,12.816,32.04,51.264
1/5/2021,    16,0,0,0,0
1/5/2021,    17,0,0,0,0
1/5/2021,    18,0,0,0,0
1/5/2021,    19,0,0,0,0
1/5/2021,    20,0,0,0,0
1/5/2021,    21,0,0,0,0
1/5/2021,    22,0,0,0,0
1/5/2021,    23,0,0,0,0
1/6/2021,    0,0,0,0,0
1/6/2021,    1,0,0,0,0
1/6/2021,    2,0,0,0,0
1/6/2021,    3,0,0,0,0
1/6/2021,    4,0,0,0,0
1/6/2021,    5,0,0,0,0
1/6/2021,    6,0,0,0,0
1/6/2021,    7,0,0,0,0
1/6/2021,    8,42.34,16.936,42.34,67.744
1/6/2021,    9,89.48,35.792,89.48,143.168
1/6/2021,    10,88.87,35.548,88.87,142.192
1/6/2021,    11,120.36,48.144,120.36,192.576
1/6/2021,    12,130.96,52.384,130.96,209.536
1/6/2021,    13,109.16,43.664,109.16,174.656
1/6/2021,    14,85.78,34.312,85.78,137.248
1/6/2021,    15,70.1,28.04,70.1,112.16
1/6/2021,    16,0,0,0,0
1/6/2021,    17,0,0,0,0
1/6/2021,    18,0,0,0,0
1/6/2021,    19,0,0,0,0
1/6/2021,    20,0,0,0,0
1/6/2021,    21,0,0,0,0
1/6/2021,    22,0,0,0,0
1/6/2021,    23,0,0,0,0
1/7/2021,    0,0,0,0,0
1/7/2021,    1,0,0,0,0
1/7/2021,    2,0,0,0,0
1/7/2021,    3,0,0,0,0
1/7/2021,    4,0,0,0,0
1/7/2021,    5,0,0,0,0
1/7/2021,    6,0,0,0,0
1/7/2021,    7,0,0,0,0
1/7/2021,    8,23.54,9.416,23.54,37.664
1/7/2021,    9,97.98,39.192,97.98,156.768
1/7/2021,    10,101.84,40.736,101.84,162.944
1/7/2021,    11,122.3,48.92,122.3,195.68
1/7/2021,    12,139.44,55.776,139.44,223.104
1/7/2021,    13,139.27,55.708,139.27,222.832
1/7/2021,    14,195.68,78.272,195.68,313.088
1/7/2021,    15,112.17,44.868,112.17,179.472
1/7/2021,    16,0,0,0,0
1/7/2021,    17,0,0,0,0
1/7/2021,    18,0,0,0,0
1/7/2021,    19,0,0,0,0
1/7/2021,    20,0,0,0,0
1/7/2021,    21,0,0,0,0
1/7/2021,    22,0,0,0,0
1/7/2021,    23,0,0,0,0
1/8/2021,    0,0,0,0,0
1/8/2021,    1,0,0,0,0
1/8/2021,    2,0,0,0,0
1/8/2021,    3,0,0,0,0
1/8/2021,    4,0,0,0,0
1/8/2021,    5,0,0,0,0
1/8/2021,    6,0,0,0,0
1/8/2021,    7,0,0,0,0
1/8/2021,    8,44.02,17.608,44.02,70.432
1/8/2021,    9,96.49,38.596,96.49,154.384
1/8/2021,    10,106.73,42.692,106.73,170.768
1/8/2021,    11,176.53,70.612,176.53,282.448
1/8/2021,    12,298.19,119.276,298.19,477.104
1/8/2021,    13,1521.28,608.512,1521.28,2434.048
1/8/2021,    14,80.04,32.016,80.04,128.064
1/8/2021,    15,117.16,46.864,117.16,187.456
1/8/2021,    16,0,0,0,0
1/8/2021,    17,0,0,0,0
1/8/2021,    18,0,0,0,0
1/8/2021,    19,0,0,0,0
1/8/2021,    20,0,0,0,0
1/8/2021,    21,0,0,0,0
1/8/2021,    22,0,0,0,0
1/8/2021,    23,0,0,0,0
1/9/2021,    0,0,0,0,0
1/9/2021,    1,0,0,0,0
1/9/2021,    2,0,0,0,0
1/9/2021,    3,0,0,0,0
1/9/2021,    4,0,0,0,0
1/9/2021,    5,0,0,0,0
1/9/2021,    6,0,0,0,0
1/9/2021,    7,0,0,0,0
1/9/2021,    8,100.13,40.052,100.13,160.208
1/9/2021,    9,219.97,87.988,219.97,351.952
1/9/2021,    10,227.34,90.936,227.34,363.744
1/9/2021,    11,499.7,199.88,499.7,799.52
1/9/2021,    12,875.97,350.388,875.97,1401.552
1/9/2021,    13,345.5,138.2,345.5,552.8
1/9/2021,    14,1134.3,453.72,1134.3,1814.88
1/9/2021,    15,222.98,89.192,222.98,356.768
1/9/2021,    16,0,0,0,0
1/9/2021,    17,0,0,0,0
1/9/2021,    18,0,0,0,0
1/9/2021,    19,0,0,0,0
1/9/2021,    20,0,0,0,0
1/9/2021,    21,0,0,0,0
1/9/2021,    22,0,0,0,0
1/9/2021,    23,0,0,0,0
1/10/2021,    0,0,0,0,0
1/10/2021,    1,0,0,0,0
1/10/2021,    2,0,0,0,0
1/10/2021,    3,0,0,0,0
1/10/2021,    4,0,0,0,0
1/10/2021,    5,0,0,0,0
1/10/2021,    6,0,0,0,0
1/10/2021,    7,0,0,0,0
1/10/2021,    8,117.66,47.064,117.66,188.256
1/10/2021,    9,175.54,70.216,175.54,280.864
1/10/2021,    10,204.57,81.828,204.57,327.312
1/10/2021,    11,284.5,113.8,284.5,455.2
1/10/2021,    12,290.02,116.008,290.02,464.032
1/10/2021,    13,240.78,96.312,240.78,385.248
1/10/2021,    14,114.37,45.748,114.37,182.992
1/10/2021,    15,71.87,28.748,71.87,114.992
1/10/2021,    16,0,0,0,0
1/10/2021,    17,0,0,0,0
1/10/2021,    18,0,0,0,0
1/10/2021,    19,0,0,0,0
1/10/2021,    20,0,0,0,0
1/10/2021,    21,0,0,0,0
1/10/2021,    22,0,0,0,0
1/10/2021,    23,0,0,0,0
1/11/2021,    0,0,0,0,0
1/11/2021,    1,0,0,0,0
1/11/2021,    2,0,0,0,0
1/11/2021,    3,0,0,0,0
1/11/2021,    4,0,0,0,0
1/11/2021,    5,0,0,0,0
1/11/2021,    6,0,0,0,0
1/11/2021,    7,0,0,0,0
1/11/2021,    8,188.23,75.292,188.23,301.168
1/11/2021,    9,191.46,76.584,191.46,306.336
1/11/2021,    10,276.14,110.456,276.14,441.824
1/11/2021,    11,283.29,113.316,283.29,453.264
1/11/2021,    12,311.69,124.676,311.69,498.704
1/11/2021,    13,500.28,200.112,500.28,800.448
1/11/2021,    14,603.03,241.212,603.03,964.848
1/11/2021,    15,313.89,125.556,313.89,502.224
1/11/2021,    16,0,0,0,0
1/11/2021,    17,0,0,0,0
1/11/2021,    18,0,0,0,0
1/11/2021,    19,0,0,0,0
1/11/2021,    20,0,0,0,0
1/11/2021,    21,0,0,0,0
1/11/2021,    22,0,0,0,0
1/11/2021,    23,0,0,0,0
1/12/2021,    0,0,0,0,0
1/12/2021,    1,0,0,0,0
1/12/2021,    2,0,0,0,0
1/12/2021,    3,0,0,0,0
1/12/2021,    4,0,0,0,0
1/12/2021,    5,0,0,0,0
1/12/2021,    6,0,0,0,0
1/12/2021,    7,0,0,0,0
1/12/2021,    8,68.75,27.5,68.75,110
1/12/2021,    9,94.81,37.924,94.81,151.696
1/12/2021,    10,302.25,120.9,302.25,483.6
1/12/2021,    11,52.69,21.076,52.69,84.304
1/12/2021,    12,125.41,50.164,125.41,200.656
1/12/2021,    13,95.3,38.12,95.3,152.48
1/12/2021,    14,33.48,13.392,33.48,53.568
1/12/2021,    15,133.47,53.388,133.47,213.552
1/12/2021,    16,0,0,0,0
1/12/2021,    17,0,0,0,0
1/12/2021,    18,0,0,0,0
1/12/2021,    19,0,0,0,0
1/12/2021,    20,0,0,0,0
1/12/2021,    21,0,0,0,0
1/12/2021,    22,0,0,0,0
1/12/2021,    23,0,0,0,0
1/13/2021,    0,0,0,0,0
1/13/2021,    1,0,0,0,0
1/13/2021,    2,0,0,0,0
1/13/2021,    3,0,0,0,0
1/13/2021,    4,0,0,0,0
1/13/2021,    5,0,0,0,0
1/13/2021,    6,0,0,0,0
1/13/2021,    7,0,0,0,0
1/13/2021,    8,125.36,50.144,125.36,200.576
1/13/2021,    9,193.67,77.468,193.67,309.872
1/13/2021,    10,280.39,112.156,280.39,448.624
1/13/2021,    11,356.4,142.56,356.4,570.24
1/13/2021,    12,440.14,176.056,440.14,704.224
1/13/2021,    13,367.8,147.12,367.8,588.48
1/13/2021,    14,200.96,80.384,200.96,321.536
1/13/2021,    15,324.99,129.996,324.99,519.984
1/13/2021,    16,0,0,0,0
1/13/2021,    17,0,0,0,0
1/13/2021,    18,0,0,0,0
1/13/2021,    19,0,0,0,0
1/13/2021,    20,0,0,0,0
1/13/2021,    21,0,0,0,0
1/13/2021,    22,0,0,0,0
1/13/2021,    23,0,0,0,0
1/14/2021,    0,0,0,0,0
1/14/2021,    1,0,0,0,0
1/14/2021,    2,0,0,0,0
1/14/2021,    3,0,0,0,0
1/14/2021,    4,0,0,0,0
1/14/2021,    5,0,0,0,0
1/14/2021,    6,0,0,0,0
1/14/2021,    7,0,0,0,0
1/14/2021,    8,309.53,123.812,309.53,495.248
1/14/2021,    9,970.8,388.32,970.8,1553.28
1/14/2021,    10,1701.29,680.516,1701.29,2722.064
1/14/2021,    11,1592.6,637.04,1592.6,2548.16
1/14/2021,    12,1857.56,743.024,1857.56,2972.096
1/14/2021,    13,433.62,173.448,433.62,693.792
1/14/2021,    14,262.03,104.812,262.03,419.248
1/14/2021,    15,134.49,53.796,134.49,215.184
1/14/2021,    16,0,0,0,0
1/14/2021,    17,0,0,0,0
1/14/2021,    18,0,0,0,0
1/14/2021,    19,0,0,0,0
1/14/2021,    20,0,0,0,0
1/14/2021,    21,0,0,0,0
1/14/2021,    22,0,0,0,0
1/14/2021,    23,0,0,0,0
1/15/2021,    0,0,0,0,0
1/15/2021,    1,0,0,0,0
1/15/2021,    2,0,0,0,0
1/15/2021,    3,0,0,0,0
1/15/2021,    4,0,0,0,0
1/15/2021,    5,0,0,0,0
1/15/2021,    6,0,0,0,0
1/15/2021,    7,0,0,0,0
1/15/2021,    8,51.75,20.7,51.75,82.8
1/15/2021,    9,138.91,55.564,138.91,222.256
1/15/2021,    10,104.47,41.788,104.47,167.152
1/15/2021,    11,150.31,60.124,150.31,240.496
1/15/2021,    12,106.7,42.68,106.7,170.72
1/15/2021,    13,66.96,26.784,66.96,107.136
1/15/2021,    14,64.97,25.988,64.97,103.952
1/15/2021,    15,89.7,35.88,89.7,143.52
1/15/2021,    16,0,0,0,0
1/15/2021,    17,0,0,0,0
1/15/2021,    18,0,0,0,0
1/15/2021,    19,0,0,0,0
1/15/2021,    20,0,0,0,0
1/15/2021,    21,0,0,0,0
1/15/2021,    22,0,0,0,0
1/15/2021,    23,0,0,0,0
1/16/2021,    0,0,0,0,0
1/16/2021,    1,0,0,0,0
1/16/2021,    2,0,0,0,0
1/16/2021,    3,0,0,0,0
1/16/2021,    4,0,0,0,0
1/16/2021,    5,0,0,0,0
1/16/2021,    6,0,0,0,0
1/16/2021,    7,0,0,0,0
1/16/2021,    8,547.28,218.912,547.28,875.648
1/16/2021,    9,695.93,278.372,695.93,1113.488
1/16/2021,    10,1738.3,695.32,1738.3,2781.28
1/16/2021,    11,1666.38,666.552,1666.38,2666.208
1/16/2021,    12,1975.39,790.156,1975.39,3160.624
1/16/2021,    13,1082.25,432.9,1082.25,1731.6
1/16/2021,    14,652.27,260.908,652.27,1043.632
1/16/2021,    15,200.07,80.028,200.07,320.112
1/16/2021,    16,0,0,0,0
1/16/2021,    17,0,0,0,0
1/16/2021,    18,0,0,0,0
1/16/2021,    19,0,0,0,0
1/16/2021,    20,0,0,0,0
1/16/2021,    21,0,0,0,0
1/16/2021,    22,0,0,0,0
1/16/2021,    23,0,0,0,0
1/17/2021,    0,0,0,0,0
1/17/2021,    1,0,0,0,0
1/17/2021,    2,0,0,0,0
1/17/2021,    3,0,0,0,0
1/17/2021,    4,0,0,0,0
1/17/2021,    5,0,0,0,0
1/17/2021,    6,0,0,0,0
1/17/2021,    7,0,0,0,0
1/17/2021,    8,473.97,189.588,473.97,758.352
1/17/2021,    9,310.83,124.332,310.83,497.328
1/17/2021,    10,355.76,142.304,355.76,569.216
1/17/2021,    11,1547.7,619.08,1547.7,2476.32
1/17/2021,    12,1299.16,519.664,1299.16,2078.656
1/17/2021,    13,435.5,174.2,435.5,696.8
1/17/2021,    14,903.32,361.328,903.32,1445.312
1/17/2021,    15,968.82,387.528,968.82,1550.112
1/17/2021,    16,1.46,0.584,1.46,2.336
1/17/2021,    17,0,0,0,0
1/17/2021,    18,0,0,0,0
1/17/2021,    19,0,0,0,0
1/17/2021,    20,0,0,0,0
1/17/2021,    21,0,0,0,0
1/17/2021,    22,0,0,0,0
1/17/2021,    23,0,0,0,0
1/18/2021,    0,0,0,0,0
1/18/2021,    1,0,0,0,0
1/18/2021,    2,0,0,0,0
1/18/2021,    3,0,0,0,0
1/18/2021,    4,0,0,0,0
1/18/2021,    5,0,0,0,0
1/18/2021,    6,0,0,0,0
1/18/2021,    7,0,0,0,0
1/18/2021,    8,338.18,135.272,338.18,541.088
1/18/2021,    9,746,298.4,746,1193.6
1/18/2021,    10,1647.69,659.076,1647.69,2636.304
1/18/2021,    11,1284.23,513.692,1284.23,2054.768
1/18/2021,    12,854.8,341.92,854.8,1367.68
1/18/2021,    13,1363.5,545.4,1363.5,2181.6
1/18/2021,    14,696.27,278.508,696.27,1114.032
1/18/2021,    15,897.25,358.9,897.25,1435.6
1/18/2021,    16,1.44,0.576,1.44,2.304
1/18/2021,    17,0,0,0,0
1/18/2021,    18,0,0,0,0
1/18/2021,    19,0,0,0,0
1/18/2021,    20,0,0,0,0
1/18/2021,    21,0,0,0,0
1/18/2021,    22,0,0,0,0
1/18/2021,    23,0,0,0,0
1/19/2021,    0,0,0,0,0
1/19/2021,    1,0,0,0,0
1/19/2021,    2,0,0,0,0
1/19/2021,    3,0,0,0,0
1/19/2021,    4,0,0,0,0
1/19/2021,    5,0,0,0,0
1/19/2021,    6,0,0,0,0
1/19/2021,    7,0,0,0,0
1/19/2021,    8,792.67,317.068,792.67,1268.272
1/19/2021,    9,1363.5,545.4,1363.5,2181.6
1/19/2021,    10,1839.32,735.728,1839.32,2942.912
1/19/2021,    11,2081.95,832.78,2081.95,3331.12
1/19/2021,    12,2088.44,835.376,2088.44,3341.504
1/19/2021,    13,1914.09,765.636,1914.09,3062.544
1/19/2021,    14,1544.61,617.844,1544.61,2471.376
1/19/2021,    15,1020.76,408.304,1020.76,1633.216
1/19/2021,    16,3.48,1.392,3.48,5.568
1/19/2021,    17,0,0,0,0
1/19/2021,    18,0,0,0,0
1/19/2021,    19,0,0,0,0
1/19/2021,    20,0,0,0,0
1/19/2021,    21,0,0,0,0
1/19/2021,    22,0,0,0,0
1/19/2021,    23,0,0,0,0
1/20/2021,    0,0,0,0,0
1/20/2021,    1,0,0,0,0
1/20/2021,    2,0,0,0,0
1/20/2021,    3,0,0,0,0
1/20/2021,    4,0,0,0,0
1/20/2021,    5,0,0,0,0
1/20/2021,    6,0,0,0,0
1/20/2021,    7,0,0,0,0
1/20/2021,    8,175.81,70.324,175.81,281.296
1/20/2021,    9,428.41,171.364,428.41,685.456
1/20/2021,    10,470.19,188.076,470.19,752.304
1/20/2021,    11,349.44,139.776,349.44,559.104
1/20/2021,    12,1999.26,799.704,1999.26,3198.816
1/20/2021,    13,1021.34,408.536,1021.34,1634.144
1/20/2021,    14,240.01,96.004,240.01,384.016
1/20/2021,    15,83.88,33.552,83.88,134.208
1/20/2021,    16,0.39,0.156,0.39,0.624
1/20/2021,    17,0,0,0,0
1/20/2021,    18,0,0,0,0
1/20/2021,    19,0,0,0,0
1/20/2021,    20,0,0,0,0
1/20/2021,    21,0,0,0,0
1/20/2021,    22,0,0,0,0
1/20/2021,    23,0,0,0,0
1/21/2021,    0,0,0,0,0
1/21/2021,    1,0,0,0,0
1/21/2021,    2,0,0,0,0
1/21/2021,    3,0,0,0,0
1/21/2021,    4,0,0,0,0
1/21/2021,    5,0,0,0,0
1/21/2021,    6,0,0,0,0
1/21/2021,    7,0,0,0,0
1/21/2021,    8,319.39,127.756,319.39,511.024
1/21/2021,    9,887.45,354.98,887.45,1419.92
1/21/2021,    10,201.78,80.712,201.78,322.848
1/21/2021,    11,322.84,129.136,322.84,516.544
1/21/2021,    12,232.03,92.812,232.03,371.248
1/21/2021,    13,251.3,100.52,251.3,402.08
1/21/2021,    14,140.35,56.14,140.35,224.56
1/21/2021,    15,95.28,38.112,95.28,152.448
1/21/2021,    16,0,0,0,0
1/21/2021,    17,0,0,0,0
1/21/2021,    18,0,0,0,0
1/21/2021,    19,0,0,0,0
1/21/2021,    20,0,0,0,0
1/21/2021,    21,0,0,0,0
1/21/2021,    22,0,0,0,0
1/21/2021,    23,0,0,0,0
1/22/2021,    0,0,0,0,0
1/22/2021,    1,0,0,0,0
1/22/2021,    2,0,0,0,0
1/22/2021,    3,0,0,0,0
1/22/2021,    4,0,0,0,0
1/22/2021,    5,0,0,0,0
1/22/2021,    6,0,0,0,0
1/22/2021,    7,0,0,0,0
1/22/2021,    8,73.97,29.588,73.97,118.352
1/22/2021,    9,110.01,44.004,110.01,176.016
1/22/2021,    10,91.11,36.444,91.11,145.776
1/22/2021,    11,124.45,49.78,124.45,199.12
1/22/2021,    12,62.85,25.14,62.85,100.56
1/22/2021,    13,133.36,53.344,133.36,213.376
1/22/2021,    14,133.89,53.556,133.89,214.224
1/22/2021,    15,49.96,19.984,49.96,79.936
1/22/2021,    16,0,0,0,0
1/22/2021,    17,0,0,0,0
1/22/2021,    18,0,0,0,0
1/22/2021,    19,0,0,0,0
1/22/2021,    20,0,0,0,0
1/22/2021,    21,0,0,0,0
1/22/2021,    22,0,0,0,0
1/22/2021,    23,0,0,0,0
1/23/2021,    0,0,0,0,0
1/23/2021,    1,0,0,0,0
1/23/2021,    2,0,0,0,0
1/23/2021,    3,0,0,0,0
1/23/2021,    4,0,0,0,0
1/23/2021,    5,0,0,0,0
1/23/2021,    6,0,0,0,0
1/23/2021,    7,0,0,0,0
1/23/2021,    8,283.45,113.38,283.45,453.52
1/23/2021,    9,143.33,57.332,143.33,229.328
1/23/2021,    10,1889.91,755.964,1889.91,3023.856
1/23/2021,    11,265.95,106.38,265.95,425.52
1/23/2021,    12,1374.09,549.636,1374.09,2198.544
1/23/2021,    13,1896.92,758.768,1896.92,3035.072
1/23/2021,    14,1544.66,617.864,1544.66,2471.456
1/23/2021,    15,1033.48,413.392,1033.48,1653.568
1/23/2021,    16,1.38,0.552,1.38,2.208
1/23/2021,    17,0,0,0,0
1/23/2021,    18,0,0,0,0
1/23/2021,    19,0,0,0,0
1/23/2021,    20,0,0,0,0
1/23/2021,    21,0,0,0,0
1/23/2021,    22,0,0,0,0
1/23/2021,    23,0,0,0,0
1/24/2021,    0,0,0,0,0
1/24/2021,    1,0,0,0,0
1/24/2021,    2,0,0,0,0
1/24/2021,    3,0,0,0,0
1/24/2021,    4,0,0,0,0
1/24/2021,    5,0,0,0,0
1/24/2021,    6,0,0,0,0
1/24/2021,    7,0,0,0,0
1/24/2021,    8,492.6,197.04,492.6,788.16
1/24/2021,    9,557.77,223.108,557.77,892.432
1/24/2021,    10,1399.18,559.672,1399.18,2238.688
1/24/2021,    11,807.3,322.92,807.3,1291.68
1/24/2021,    12,1941.16,776.464,1941.16,3105.856
1/24/2021,    13,220.86,88.344,220.86,353.376
1/24/2021,    14,146.11,58.444,146.11,233.776
1/24/2021,    15,31.63,12.652,31.63,50.608
1/24/2021,    16,0,0,0,0
1/24/2021,    17,0,0,0,0
1/24/2021,    18,0,0,0,0
1/24/2021,    19,0,0,0,0
1/24/2021,    20,0,0,0,0
1/24/2021,    21,0,0,0,0
1/24/2021,    22,0,0,0,0
1/24/2021,    23,0,0,0,0
1/25/2021,    0,0,0,0,0
1/25/2021,    1,0,0,0,0
1/25/2021,    2,0,0,0,0
1/25/2021,    3,0,0,0,0
1/25/2021,    4,0,0,0,0
1/25/2021,    5,0,0,0,0
1/25/2021,    6,0,0,0,0
1/25/2021,    7,0,0,0,0
1/25/2021,    8,477.67,191.068,477.67,764.272
1/25/2021,    9,1496.97,598.788,1496.97,2395.152
1/25/2021,    10,1953.45,781.38,1953.45,3125.52
1/25/2021,    11,1223.81,489.524,1223.81,1958.096
1/25/2021,    12,596.27,238.508,596.27,954.032
1/25/2021,    13,573.33,229.332,573.33,917.328
1/25/2021,    14,525.59,210.236,525.59,840.944
1/25/2021,    15,114.9,45.96,114.9,183.84
1/25/2021,    16,0.5,0.2,0.5,0.8
1/25/2021,    17,0,0,0,0
1/25/2021,    18,0,0,0,0
1/25/2021,    19,0,0,0,0
1/25/2021,    20,0,0,0,0
1/25/2021,    21,0,0,0,0
1/25/2021,    22,0,0,0,0
1/25/2021,    23,0,0,0,0
1/26/2021,    0,0,0,0,0
1/26/2021,    1,0,0,0,0
1/26/2021,    2,0,0,0,0
1/26/2021,    3,0,0,0,0
1/26/2021,    4,0,0,0,0
1/26/2021,    5,0,0,0,0
1/26/2021,    6,0,0,0,0
1/26/2021,    7,0,0,0,0
1/26/2021,    8,720.77,288.308,720.77,1153.232
1/26/2021,    9,1384.94,553.976,1384.94,2215.904
1/26/2021,    10,1417.32,566.928,1417.32,2267.712
1/26/2021,    11,1409.56,563.824,1409.56,2255.296
1/26/2021,    12,1497.38,598.952,1497.38,2395.808
1/26/2021,    13,834.79,333.916,834.79,1335.664
1/26/2021,    14,529.2,211.68,529.2,846.72
1/26/2021,    15,139.63,55.852,139.63,223.408
1/26/2021,    16,24.81,9.924,24.81,39.696
1/26/2021,    17,0,0,0,0
1/26/2021,    18,0,0,0,0
1/26/2021,    19,0,0,0,0
1/26/2021,    20,0,0,0,0
1/26/2021,    21,0,0,0,0
1/26/2021,    22,0,0,0,0
1/26/2021,    23,0,0,0,0
1/27/2021,    0,0,0,0,0
1/27/2021,    1,0,0,0,0
1/27/2021,    2,0,0,0,0
1/27/2021,    3,0,0,0,0
1/27/2021,    4,0,0,0,0
1/27/2021,    5,0,0,0,0
1/27/2021,    6,0,0,0,0
1/27/2021,    7,0,0,0,0
1/27/2021,    8,29.89,11.956,29.89,47.824
1/27/2021,    9,370.39,148.156,370.39,592.624
1/27/2021,    10,1254.42,501.768,1254.42,2007.072
1/27/2021,    11,1284.56,513.824,1284.56,2055.296
1/27/2021,    12,1500.67,600.268,1500.67,2401.072
1/27/2021,    13,874.51,349.804,874.51,1399.216
1/27/2021,    14,545.65,218.26,545.65,873.04
1/27/2021,    15,958.8,383.52,958.8,1534.08
1/27/2021,    16,9.66,3.864,9.66,15.456
1/27/2021,    17,0,0,0,0
1/27/2021,    18,0,0,0,0
1/27/2021,    19,0,0,0,0
1/27/2021,    20,0,0,0,0
1/27/2021,    21,0,0,0,0
1/27/2021,    22,0,0,0,0
1/27/2021,    23,0,0,0,0
1/28/2021,    0,0,0,0,0
1/28/2021,    1,0,0,0,0
1/28/2021,    2,0,0,0,0
1/28/2021,    3,0,0,0,0
1/28/2021,    4,0,0,0,0
1/28/2021,    5,0,0,0,0
1/28/2021,    6,0,0,0,0
1/28/2021,    7,0,0,0,0
1/28/2021,    8,76.31,30.524,76.31,122.096
1/28/2021,    9,230.54,92.216,230.54,368.864
1/28/2021,    10,317.43,126.972,317.43,507.888
1/28/2021,    11,218.87,87.548,218.87,350.192
1/28/2021,    12,580.62,232.248,580.62,928.992
1/28/2021,    13,390.57,156.228,390.57,624.912
1/28/2021,    14,56.33,22.532,56.33,90.128
1/28/2021,    15,41.26,16.504,41.26,66.016
1/28/2021,    16,0,0,0,0
1/28/2021,    17,0,0,0,0
